"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3220000","CDFI2260031985000001","19850221","","03","폐업","03","폐업","20060703","","","","","","135957","서울특별시 강남구 청담동 129-7번지 ","서울특별시 강남구 압구정로79길 76  (청담동)","","호텔프리마Ⅱ","20060704140433","I","2018-08-31 23:59:59.0","","204674.246980043    ","447041.788168808    ","관광숙박업","관광사업","","12","","","","호텔","10","2","","","","","","","","","","","","5547.38","","","","","","","","","","","","","5547",""
"3220000","CDFI2260032012000001","20120117","","03","폐업","03","폐업","20191017","","","","02-521-6727","","135839","서울특별시 강남구 대치동 ","서울특별시 강남구 선릉로90길 46 (대치동)","06193","제이비스호텔","20191017172648","U","2019-10-19 02:40:00.0","","204608.135          ","444745.055          ","관광숙박업","","상업지역","10","유흥업소밀집지역","","","숙박시설","9","1","","","","","","","","","","","","1895.83","","","","","","","","","8000000000","","","","1896",""
"3220000","CDFI2260032008000001","20081103","","03","폐업","03","폐업","20180713","","","","508-5552","","","서울특별시 강남구 역삼동 662-7번지 ","서울특별시 강남구 언주로 547 (역삼동)","06138","케이팝호텔","20180713164704","I","2018-08-31 23:59:59.0","","203468.913964504    ","444937.661021993    ","관광숙박업","관광사업","일반상업지역","20","주택가주변","","","호텔","14","6","","","","","","","","","","","","13593.54","","","","","","","","","","","","","13594",""
"3220000","CDFI2260032003000006","20030110","","03","폐업","03","폐업","20160412","","","","","","","서울특별시 강남구 역삼동 606-22번지 606-28 ","서울특별시 강남구 논현로 561 (역삼동)","06125","베네치아 관광호텔","20160412092710","I","2018-08-31 23:59:59.0","","202926.269503869    ","444872.917702388    ","관광숙박업","관광사업","일반주거지역","7","기타","","","호텔","6","1","","","","","","","","","","","","2137.27","","","","","","","","","","","","","2137",""
"3220000","CDFI2260032016000008","20160808","","03","폐업","03","폐업","20180104","","","","0216612850","","","서울특별시 강남구 논현동 80-24번지 ","'서울특별시 강남구 논현로 716 34층 (논현동 한솔빌딩)'","06051","한솔 호스텔","20180104115213","I","2018-08-31 23:59:59.0","","202589.7            ","445979.625          ","관광숙박업","","일반주거지역","6","기타","","","숙박시설","5","1","","","","","","","","","","","","290.82","","","","","","","","","","","","","291","호스텔업"
"3210000","CDFI2260032021000001","20210708","","01","영업/정상","13","영업중","","","","","02-580-8500","","","서울특별시 서초구 서초동 1362-26 준타워","서울특별시 서초구 강남대로 253 준타워 (서초동)","06735","힐튼 가든 인 서울 강남","20210708113409","I","2020-12-06 23:00:00.0","","202827.205726281","442635.958648293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032004000001","20040513","","02","휴업","02","휴업","","20200312","20211231","","511-4306","","","서울특별시 강남구 논현동 18-2","서울특별시 강남구 강남대로 588 (논현동 렉스관광호텔)","06043","렉스 관광 호텔","20210218104904","U","2020-12-01 22:00:00.0","","201746.195","445794.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032019000001","20190211","","01","영업/정상","13","영업중","","","","","0236721976","","","서울특별시 중구 남산동2가 18-6번지","서울특별시 중구 퇴계로20길 35 (남산동2가)","04629","자자백팩커스","20200617181944","U","2019-12-05 23:09:00.0","","198730.397072346","450725.563076072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032020000001","20200401","","01","영업/정상","13","영업중","","","","","2175-9000","","","서울특별시 강남구 삼성동 168-3번지 유니온타워 ","'서울특별시 강남구 영동대로 506 유니온타 (삼성동)'","06173","신라스테이 삼성","20200401173744","I","2020-04-03 00:23:21.0","","205513.023202982    ","445316.784823869    ","관광숙박업","","","23","","","","","19","4","","","","","","","","","","","","18526.43","","","","","","","","","","","","","18526","관광호텔업"
"3220000","CDFI2260032018000005","20180914","","01","영업/정상","13","영업중","","","","","517-8833","","","서울특별시 강남구 논현동 74번지 PATIO7 ","'서울특별시 강남구 논현로 736 PATIO7 (논현동)'","06049","파티오7","20200314170743","U","2020-03-17 02:40:00.0","","202516.646578688    ","446175.67162737     ","관광숙박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","호스텔업"
"3220000","CDFI2260032001000001","20011030","","01","영업/정상","13","영업중","","","","","02-3466-8012","","","서울특별시 강남구 삼성동 159번지 ","'서울특별시 강남구 영동대로 511 (삼성동 트레이드타워)'","06164","호텔 오크우드 프리미어","20160404175333","I","2018-08-31 23:59:59.0","","205130.591678902    ","445590.096837802    ","관광숙박업","관광사업","일반상업지역","31","기타","","","숙박시설","26","5","280","55869","","","","","","","","","","55868.53","","","","","","","","","","","","","55869","가족호텔업"
"3220000","CDFI2260031999000001","19990921","","01","영업/정상","13","영업중","","","","","555-5656","","","서울특별시 강남구 삼성동 159번지 ","'서울특별시 강남구 영동대로 511 (삼성동 트레이드타워)'","06164","인터컨티넨탈 서울 코엑스","20190110123401","U","2019-01-12 02:40:00.0","","205130.591678902    ","445590.096837802    ","관광숙박업","관광사업","","37","","","","호텔","33","4","","","","","","","","","","","","109069.9","","","","","","","","","","","","","109070",""
"3220000","CDFI2260031998000001","19980827","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 527-2번지 ","'서울특별시 강남구 도산대로1길 83 (신사동 까사미아호텔)'","06027","뉴삼화호텔","20150821162644","I","2018-08-31 23:59:59.0","","201658.416590861    ","446639.566102925    ","관광숙박업","관광사업","일반주거지역","5","기타","","","숙박시설","4","1","","","","","","","","","","","","3017.7","","","","","","","","","","","","","3018",""
"3220000","CDFI2260031994000001","19940330","","01","영업/정상","13","영업중","","","","","545-0015","","","서울특별시 강남구 청담동 132-17번지 ","서울특별시 강남구 영동대로 712 (청담동)","06075","라비타 호텔","20180523180608","I","2018-08-31 23:59:59.0","","204964.378144648    ","446579.714676861    ","관광숙박업","관광사업","일반주거지역","","기타","","","호텔","7","1","","","","","","","","","","","","2848.67","","","","","","","","","","","","","2849",""
"3220000","CDFI2260031993000003","19930825","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 603","서울특별시 강남구 봉은사로 130 (역삼동 노보텔 앰배서더 강남 서울)","06124","노보텔 앰배서더 강남","20211020101348","U","2020-10-30 22:02:00.0","","202482.701418444","444787.812950605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260031989000001","19890912","","01","영업/정상","13","영업중","","","","","3440-8000","","","서울특별시 강남구 논현동 248-7번지 ","'서울특별시 강남구 언주로 640 (논현동 임페리얼팰리스호텔)'","06098","임피리얼팰리스호텔","20160705172034","I","2018-08-31 23:59:59.0","","203102.074986325    ","445751.652027981    ","관광숙박업","관광사업","","15","","","","호텔","11","4","","","","","","","","","","","","19601","","","","","","","","","","","","","19601",""
"3220000","CDFI2260031988000004","19880730","","01","영업/정상","13","영업중","","","","","541-1818","","","'서울특별시 강남구 신사동 587-1번지 신사동 587-1 6 7 '","'서울특별시 강남구 도산대로 205 (신사동 선샤인 관광호텔)'","06026","선샤인 관광호텔","20150821161927","I","2018-08-31 23:59:59.0","","202471.536204701    ","446478.944977018    ","관광숙박업","관광사업","일반주거지역","9","기타","","","호텔","8","1","","","","","","","","","","","","9070.19","","","","","","","","","","","","","9070",""
"3220000","CDFI2260031987000002","19870627","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 45-10번지 ","'서울특별시 강남구 봉은사로 459 (삼성동 자이언트관광호텔)'","06096","자이언트","20150821161150","I","2018-08-31 23:59:59.0","","204324.263443033    ","445580.187539001    ","관광숙박업","관광사업","주거지역","7","기타","","","호텔","5","2","","","","","","","","","","","","5044.38","","","","","","","","","","","","","5044",""
"3220000","CDFI2260031986000001","19861214","","01","영업/정상","13","영업중","","","","","6202-2013","","","서울특별시 강남구 삼성동 112-5","서울특별시 강남구 봉은사로 410 (삼성동 라마다서울호텔)","06153","라미드 호텔(RAMID HOTEL)","20211020125332","U","2020-10-30 22:02:00.0","","203943.258999722","445342.390544546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032012000002","20120322","","02","휴업","02","휴업","","20210701","20220222","","02) 2050-6000","","135910","서울특별시 강남구 역삼동 642","서울특별시 강남구 테헤란로25길 10 (역삼동)","06132","머큐어 앰버서더 쏘도베 호텔","20210708150738","U","2020-12-06 23:00:00.0","","203065.439088667","444338.739765925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260031988000002","19880907","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 청담동 52-3 프리마호텔","서울특별시 강남구 도산대로 536 프리마호텔 (청담동)","06071","프리마관광호텔","20200625172125","U","2019-12-05 22:07:00.0","","204549.998846316","446895.028902481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
