"식품인증업소 관리 일련번호","업소번호","업소 명","자치구 코드","자치구 명","업종 코드","업종 명","업태 코드","업태 명","업주 명","식품인증구분","식품인증 구분명","인증일자","사용여부","지도표시여부","식품인증업소 등급","지도 Y좌표","지도 X좌표","전화번호","도로명상세주소","도로명주소코드","도로명주소","허가번호","최초작성일자","최종수정일자","업소인증메뉴","교부번호","인증여부"
"5462","00553","(주)에브리데이리테일 성북동점","3070000","성북구","114","기타식품판매업","11401","기타식품판매업","이태경","10","안심마트","2010-12-01","Y","Y","","37.594016260980524","126.99613200368281","02-3672-0226","122 지하1층 (성북동)","1129031070081101","서울특별시 성북구 성북로","3070000114199600553","2014-01-15 15:32:45.0","2014-01-15 15:32:45.0","","19960050489","Y"
"5461","00031","파리바게트오류역점","3160000","구로구","121","제과점영업","","","이연희","09","트랜스지방 안심제과점","2012-06-29","Y","Y","","37.49617237756506","126.84358247041616","02-859-3626","203-2 1층 (오류동)","1153030000281108","서울특별시 구로구 경인로","3160000121201000031","2014-01-15 15:30:31.0","2014-01-15 15:30:31.0","","2010-00031","Y"
"5460","00564","롯데쇼핑(주) 롯데슈퍼 동소문점","3070000","성북구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2010-12-01","Y","Y","","37.59224926968336","127.01619175625625","02-2290-5643","98 지하1층 (동소문동5가)","1129031070031108","서울특별시 성북구 동소문로","3070000114199800564","2014-01-15 15:29:59.0","2014-01-15 15:29:59.0","","19980050442","Y"
"5459","00012","파리바게트 오류역남부점","3160000","구로구","121","제과점영업","","","허익준","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.49096179708448","126.84150821730756","02-869-0788","16 (오류동세명프라자 103104호)","1153041484221108","서울특별시 구로구 오류로8길","3160000121200700012","2014-01-15 15:29:37.0","2014-01-15 15:29:37.0","","2007-00012","Y"
"5458","09168","빵굼터","3160000","구로구","121","제과점영업","","","이명호","09","트랜스지방 안심제과점","2010-05-01","Y","Y","","37.484977697798044","126.88739888085699","02-838-2939","124 (구로동)","1153041483291102","서울특별시 구로구 디지털로27길","3160000121200109168","2014-01-15 15:28:56.0","2014-01-15 15:28:56.0","","2001-09168","Y"
"5457","00021","쇼콜라봉봉","3160000","구로구","121","제과점영업","12101","제과점영업","장덕분","09","트랜스지방 안심제과점","2012-06-29","Y","Y","","37.481609959749996","126.89347761709238","","5 지1층 지하105호 (구로동)","1153041483271102","서울특별시 구로구 디지털로26길","3160000121201000021","2014-01-15 15:28:18.0","2014-01-15 15:28:18.0","","20100080724","Y"
"5456","00010","파리바케뜨(구로고대점)","3160000","구로구","121","제과점영업","","","최근찬","09","트랜스지방 안심제과점","2012-06-29","Y","Y","","37.49030109375009","126.88392627426717","02-2684-8810","131 (구로동지상1층)","1153030050701102","서울특별시 구로구 구로동로","3160000121200800010","2014-01-15 15:27:14.0","2014-01-15 15:27:14.0","","2008-00009","Y"
"5455","08544","파리바게뜨","3160000","구로구","121","제과점영업","","","하영희","09","트랜스지방 안심제과점","2010-05-01","Y","Y","","37.48999493493718","126.89171079516794","02-868-0995","75 (구로동)","1153031160101102","서울특별시 구로구 도림로","3160000121200008544","2014-01-15 15:26:43.0","2014-01-15 15:26:43.0","","05300040101253","Y"
"5454","09024","뚜레쥬르","3160000","구로구","121","제과점영업","","","박현수","09","트랜스지방 안심제과점","2012-06-29","Y","Y","","37.48953768332783","126.88458328350383","02-2681-1203","1 (구로동)","1153041482111102","서울특별시 구로구 구로동로22길","3160000121200109024","2014-01-15 15:26:05.0","2014-01-15 15:26:05.0","","05300040101285","Y"
"5453","00035","파리바게트","3160000","구로구","121","제과점영업","","","김연숙","09","트랜스지방 안심제과점","2010-05-01","Y","Y","","37.503647041225655","126.86389683965471","02-2684-3845","3 (고척동)","1153041481051106","서울특별시 구로구 경인로47다길","3160000121200300035","2014-01-15 15:24:44.0","2014-01-15 15:24:44.0","","2003-00035","Y"
"5452","00002","(주)지에스리테일GS수퍼성북돈암점","3070000","성북구","114","기타식품판매업","","","허승조","10","안심마트","2012-11-01","Y","Y","","37.59738805477915","127.01932273627375","02-3291-3333","844 상가동 101호 (돈암동 브라운스톤 돈암 아파트)","1129031000191103","서울특별시 성북구 북악산로","3070000114200500002","2014-01-15 15:24:42.0","2014-01-15 15:24:42.0","","성북기타033","Y"
"5451","00001","롯데쇼핑(주)롯데슈퍼행당점","3030000","성동구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2012-06-29","Y","Y","","37.558212685096706","127.03546531373376","02-2292-5601","40 101102호 (행당동 140번지 레몬프라자)","1120041090211107","서울특별시 성동구 고산자로6길","3030000114200400001","2014-01-15 15:21:55.0","2014-01-15 15:21:55.0","","20040036604","Y"
"5450","00003","GS수퍼 성동옥수점","3030000","성동구","114","기타식품판매업","11401","기타식품판매업","최현","10","안심마트","2010-05-01","Y","N","","37.54094280379758","127.01727596052178","02-2282-0162","56 지상1층 (옥수동)","1120041095341113","서울특별시 성동구 한림말길","3030000114201100003","2014-01-15 15:20:30.0","2014-01-15 15:20:30.0","","20110036430","N"
"5449","00738","삼부개발(주)","3030000","성동구","114","기타식품판매업","","","권오익","10","안심마트","2010-05-01","Y","Y","","37.53850937197394","127.05499885830416","02-464-3531","400 (성수동2가 339-5번지)","1120031030101115","서울특별시 성동구 뚝섬로","3030000114199600738","2014-01-15 15:18:40.0","2014-01-15 15:18:40.0","","02000320100003","Y"
"5448","00383","롯데쇼핑(주)롯데슈퍼성수점","3030000","성동구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2010-12-01","Y","Y","","37.54754441775622","127.05537666522313","02-461-5601","28 (성수동2가 289-4번지)","1120041093971115","서울특별시 성동구 아차산로7길","3030000114199600383","2014-01-15 15:10:35.0","2014-01-15 15:10:35.0","","19960036272","Y"
"5447","06367","파리바게뜨 개봉점","3160000","구로구","121","제과점영업","","","김현주외1인 (방인형)","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.49138362423268","126.85569164543265","02-465-1519","63 (개봉동)","1153031160011107","서울특별시 구로구 개봉로","3160000121198106367","2014-01-15 15:09:38.0","2014-01-15 15:09:38.0","","05300040100631","Y"
"5446","00001","롯데쇼핑 (주)롯데슈퍼","3210000","서초구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2012-06-29","Y","Y","","37.48640784159362","127.00774297397491","02-587-5601","60 1층 (서초동 서초타운)","1165041631871108","서울특별시 서초구 명달로20길","3210000114200900001","2014-01-15 15:09:02.0","2014-01-15 15:09:02.0","","20090098447","Y"
"5445","00003","롯데쇼핑(주)롯데슈퍼 서초국제전자센터점","3210000","서초구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2012-06-29","Y","Y","","37.48473087811234","127.01780572842466","02-3472-5603","304 1층 (서초동 1001호의 일부)","1165031210211108","서울특별시 서초구 효령로","3210000114200700003","2014-01-15 15:06:05.0","2014-01-15 15:06:05.0","","20070099346","Y"
"5444","00005","롯데쇼핑(주)롯데슈퍼 서초1동점","3210000","서초구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2010-05-01","Y","Y","","37.48620791623802","127.0215056909696","02-229-0573","72 1층 (서초동 목전빌딩 )","1165041630791108","서울특별시 서초구 남부순환로339길","3210000114201000005","2014-01-15 15:04:41.0","2014-01-15 15:04:41.0","","20100098730","Y"
"5443","00030","파리바게뜨개봉1동점","3160000","구로구","121","제과점영업","12101","제과점영업","심병건","09","트랜스지방 안심제과점","2011-11-28","Y","Y","","37.502924444481415","126.8448983700038","","14 (개봉동)","1153041481381107","서울특별시 구로구 고척로21나길","3160000121200900030","2014-01-15 15:04:38.0","2014-01-15 15:04:38.0","","20090081187","Y"
"5442","06368","뚜레쥬르 개봉역북부점","3160000","구로구","121","제과점영업","","","박노호","09","트랜스지방 안심제과점","2010-05-01","Y","Y","","37.495027723091205","126.8590318621573","02-2613-4269","41 (개봉동67(1층))","1153041480981107","서울특별시 구로구 경인로40길","3160000121198706368","2014-01-15 15:04:02.0","2014-01-15 15:04:02.0","","05300040100632","Y"
"5441","00007","롯데슈퍼방배2점","3210000","서초구","114","기타식품판매업","11401","기타식품판매업","최춘석","10","안심마트","2011-11-01","Y","Y","","37.49124061419719","126.98927130986877","02-536-0004","29 1층 (방배동 굿모닝마트내 )","1165041632681101","서울특별시 서초구 방배로33길","3210000114200400007","2014-01-15 15:03:30.0","2014-01-15 15:03:30.0","","20040101143","Y"
"5440","00004","까레몽과자점","3160000","구로구","121","제과점영업","","","안광보","09","트랜스지방 안심제과점","2011-06-01","Y","Y","","37.50648918860057","126.84518052942462","02-2612-7456","107 (개봉동)","1153041481461107","서울특별시 구로구 고척로27길","3160000121200600004","2014-01-15 15:02:52.0","2014-01-15 15:02:52.0","","2006-00004","Y"
"5439","01681","(주)지에스리테일 잠원점","3210000","서초구","114","기타식품판매업","","","허승조","10","안심마트","2011-11-01","Y","Y","","37.5144035962298","127.01149663777934","02-592-4617","25 지하1층","1165041635291106","서울특별시 서초구 잠원로8길","3210000114199601681","2014-01-15 15:02:35.0","2014-01-15 15:02:35.0","","00022","Y"
"5438","00027","파리바게뜨","3160000","구로구","121","제과점영업","","","김선희","09","트랜스지방 안심제과점","2011-06-01","Y","Y","","37.486489254820675","126.85561060510545","02-2681-1203","14-2 (개봉동)","1153041480551107","서울특별시 구로구 개봉로3길","3160000121200200027","2014-01-15 15:02:00.0","2014-01-15 15:02:00.0","","2002-00027","Y"
"5437","00004","뚜레쥬르개봉3동점","3160000","구로구","121","제과점영업","","","이점희","09","트랜스지방 안심제과점","2011-06-01","Y","Y","","37.486159700998535","126.85431773388683","02-2684-3845","35 (개봉동)","1153041480551107","서울특별시 구로구 개봉로3길","3160000121200300004","2014-01-15 15:01:29.0","2014-01-15 15:01:29.0","","2003-00004","Y"
"5436","00005","뚜레쥬르 화양현대점","3040000","광진구","121","제과점영업","12101","제과점영업","김현묵","09","트랜스지방 안심제과점","2010-12-01","Y","N","","37.545048643503094","127.06591658297917","02-455-8204","144 (화양동)","1121530000011107","서울특별시 광진구 동일로","3040000121201100005","2014-01-15 15:00:41.0","2014-01-15 15:00:41.0","","2011-00005","N"
"5435","00006","파리바게트(화양리점)","3040000","광진구","121","제과점영업","","","정경미","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.546849667111545","127.07366286233838","02-465-1519","181 (화양동)","1121531040071107","서울특별시 광진구 능동로","3040000121199600006","2014-01-15 15:00:05.0","2014-01-15 15:00:05.0","","83","Y"
"5434","00003","뚜레쥬르","3040000","광진구","121","제과점영업","","","조두현","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.558823117495564","127.08800756503781","02-444-4744","58 (중곡동)","1121530050281101","서울특별시 광진구 용마산로","3040000121200300003","2014-01-15 14:59:34.0","2014-01-15 14:59:34.0","","76","Y"
"5433","01407","롯데쇼핑(주)롯데수퍼 신반포점","3210000","서초구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2010-12-01","Y","Y","","37.50546967506327","126.99469797178318","02-595-4617","29 신반포상가 2층 101호 (반포동)","1165041634501107","서울특별시 서초구 신반포로15길","3210000114199601407","2014-01-15 14:59:19.0","2014-01-15 14:59:19.0","","19960098678","Y"
"5432","00001","샬롬베이커리","3040000","광진구","121","제과점영업","","","이병철","09","트랜스지방 안심제과점","2010-05-01","N","Y","","37.53218084543314","127.0851885259504","02-452-7296","49 (자양동)","1121531040101105","서울특별시 광진구 자양로","3040000121198600001","2014-01-15 14:58:40.0","2014-01-15 14:58:40.0","","17","Y"
"5431","00003","(주)농협유통하나로마트서초점","3210000","서초구","114","기타식품판매업","11401","기타식품판매업","조영조(지배인:유경근)","10","안심마트","2012-10-31","Y","Y","","37.50257167051725","127.01075745371184","02-596-0837","22 (반포동)","1165031210011107","서울특별시 서초구 고무래로","3210000114200300003","2014-01-15 14:54:42.0","2014-01-15 14:54:42.0","","20030098846","Y"
"5430","00005","뚜레쥬르자양성자3점","3040000","광진구","121","제과점영업","","","장지연","09","트랜스지방 안심제과점","2012-06-29","Y","Y","","37.53164206831008","127.08262195810906","02-956-5710","657 (자양동)","1121531030101105","서울특별시 광진구 뚝섬로","3040000121200900005","2014-01-15 14:54:41.0","2014-01-15 14:54:41.0","","157","Y"
"5429","00039","파리바게뜨","3040000","광진구","121","제과점영업","","","이영희","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.53199397615503","127.0792372608784","02-456-4684","628 (자양동)","1121531030101105","서울특별시 광진구 뚝섬로","3040000121200400039","2014-01-15 14:54:10.0","2014-01-15 14:54:10.0","","63","Y"
"5428","00003","롯데쇼핑(주)롯데슈퍼 홍제점","3120000","서대문구","114","기타식품판매업","11401","기타식품판매업","신헌","10","안심마트","2012-06-29","Y","N","","37.5861799545778","126.94643794537815","02-391-5601","413 (홍제동101호 103호(지상1층))","1141030000081111","서울특별시 서대문구 통일로","3120000114200900003","2014-01-15 14:54:01.0","2014-01-15 14:54:01.0","","31","N"
"5427","00001","뚜레쥬르(자양점)","3040000","광진구","121","제과점영업","","","문성좌","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.53313541663107","127.07530121008622","02-452-1106","590 (자양동)","1121531030101105","서울특별시 광진구 뚝섬로","3040000121199000001","2014-01-15 14:53:35.0","2014-01-15 14:53:35.0","","14","Y"
"5426","00004","뚜레쥬르(군자역점)","3040000","광진구","121","제과점영업","","","김현옥","09","트랜스지방 안심제과점","2011-06-01","Y","Y","","37.556594650096734","127.07954397647103","02-455-3878","302 (능동)","1121531040071102","서울특별시 광진구 능동로","3040000121200200004","2014-01-15 14:52:40.0","2014-01-15 14:52:40.0","","93","Y"
"5425","07226","백합베이커리","3040000","광진구","121","제과점영업","","","박문수","09","트랜스지방 안심제과점","2011-11-01","Y","Y","","37.555890329278306","127.08180218085255","02-444-5911","576 (능동)","1121520000081102","서울특별시 광진구 천호대로","3040000121197807226","2014-01-15 14:51:52.0","2014-01-15 14:51:52.0","","18","Y"
"5424","00005","파리바게뜨군자역점","3040000","광진구","121","제과점영업","","","송대호","09","트랜스지방 안심제과점","2011-11-28","Y","Y","","37.556508682461484","127.07875618753627","02-499-1082","297 (군자동)","1121531040071109","서울특별시 광진구 능동로","3040000121200200005","2014-01-15 14:51:17.0","2014-01-15 14:51:17.0","","94","Y"
"5423","00008","띠아몽베이커리","3040000","광진구","121","제과점영업","","","인혜정","09","트랜스지방 안심제과점","2012-06-29","Y","Y","","37.552624241472714","127.07207965178472","02-467-4612","108 (군자동)","1121531040051109","서울특별시 광진구 군자로","3040000121199700008","2014-01-15 14:50:41.0","2014-01-15 14:50:41.0","","45","Y"
"5422","00005","파리바게뜨(구의행복점)","3040000","광진구","121","제과점영업","","","임은주","09","트랜스지방 안심제과점","2010-05-01","Y","Y","","37.54512025234489","127.08866134742311","02-446-7096","531 (구의동)","1121530050241103","서울특별시 광진구 광나루로","3040000121199600005","2014-01-15 14:50:02.0","2014-01-15 14:50:02.0","","72","Y"
"5421","00005","롯데제과(주)베이커리강변점 ","3040000","광진구","121","제과점영업","12101","제과점영업","김용수","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.53572634794616","127.09569227689692","02-2201-0282","85 (구의동지하2층 롯데마트내)","1121541120401103","서울특별시 광진구 광나루로56길","3040000121200000005","2014-01-15 14:49:24.0","2014-01-15 14:49:24.0","","54","Y"
"5420","00001","(주)합정마트","3130000","마포구","114","기타식품판매업","11401","기타식품판매업","엄순옥","10","안심마트","2014-10-10","Y","N","","37.548210248802114","126.91318632935757","02-334-2425","5 (합정동)","1144041394361122","서울특별시 마포구 양화진길","3130000114200200001","2014-01-15 14:49:12.0","2014-01-15 14:49:12.0","","00015","N"
"5419","00001","파리바게트","3040000","광진구","121","제과점영업","","","유준수","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.55235597175119","127.09011395023009","02-444-9963","659 (구의동)","1121520000081103","서울특별시 광진구 천호대로","3040000121198700001","2014-01-15 14:48:52.0","2014-01-15 14:48:52.0","","12","Y"
"5418","00787","(주)농협유통 하나로마트 성산점","3130000","마포구","114","기타식품판매업","11401","기타식품판매업","강홍구","10","안심마트","2012-06-29","Y","Y","","37.56972541386345","126.90310059906684","02-304-3448","233 (성산동 제1상가 001호)","1144031130191125","서울특별시 마포구 월드컵북로","3130000114199600787","2014-01-15 14:48:05.0","2014-01-15 14:48:05.0","","00003","Y"
"5417","00008","파리바게뜨 난곡세이브점","3200000","관악구","121","제과점영업","12101","제과점영업","조인숙","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.47446163859229","126.918788597175","02-868-3001","16 (신림동)","1162041601661102","서울특별시 관악구 난우길","3200000121201100008","2014-01-15 14:47:03.0","2014-01-15 14:47:03.0","","20110094305","Y"
"5416","00003","롯데쇼핑(주)롯데슈퍼 상도3동점","3190000","동작구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2010-12-01","Y","Y","","37.503174608461286","126.93580309288335","02-812-5601","147 (상도동)","1159031190051102","서울특별시 동작구 상도로","3190000114201000003","2014-01-15 14:46:56.0","2014-01-15 14:46:56.0","","20100091172","Y"
"5415","00026","파리바게뜨 신대방역점","3200000","관악구","121","제과점영업","","","김종성","09","트랜스지방 안심제과점","2010-07-01","Y","Y","","37.48670068527595","126.91335253519226","02-876-0553","367 (신림동지상1층)","1162031200031102","서울특별시 관악구 난곡로","3200000121200900026","2014-01-15 14:46:30.0","2014-01-15 14:46:30.0","","205","Y"
"5414","00250","경유산업(주)태평백화점","3190000","동작구","114","기타식품판매업","11401","기타식품판매업","오의용","10","안심마트","2010-12-01","Y","Y","","37.48687880084955","126.98166459495733","02-595-8000","115 (사당동)","1159020050091107","서울특별시 동작구 동작대로","3190000114199700250","2014-01-15 14:46:13.0","2014-01-15 14:46:13.0","","00015","Y"
"5413","00009","파리바게뜨신림신화점","3200000","관악구","121","제과점영업","12101","제과점영업","임정오","09","트랜스지방 안심제과점","2011-11-01","Y","Y","","37.4755283022991","126.93619303870666","02-882-7200","199 (신림동지상1층)","1162031200051102","서울특별시 관악구 신림로","3200000121200900009","2014-01-15 14:45:36.0","2014-01-15 14:45:36.0","","188","Y"
"5412","00007","파리바게뜨난곡문성점","3200000","관악구","121","제과점영업","","","최우석","09","트랜스지방 안심제과점","2011-11-01","Y","Y","","37.477526114567205","126.91514488706995","02-862-0082","263 (신림동지상1층)","1162031200031102","서울특별시 관악구 난곡로","3200000121200700007","2014-01-15 14:44:55.0","2014-01-15 14:44:55.0","","162","Y"
"5411","08478","파리바게뜨","3200000","관악구","121","제과점영업","","","장문정","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.48686822764691","126.93928603067613","02-882-8200","69 (봉천동)","1162041604161101","서울특별시 관악구 봉천로23나길","3200000121199808478","2014-01-15 14:44:28.0","2014-01-15 14:44:28.0","","49","Y"
"5410","00006","파리바게뜨 서울대입구역점","3200000","관악구","121","제과점영업","","","김흥식","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.48233339036758","126.95298388790998","02-872-7797","475 (봉천동지상1층)","1162030050831101","서울특별시 관악구 봉천로","3200000121200900006","2014-01-15 14:43:53.0","2014-01-15 14:43:53.0","","185","Y"
"5409","00020","파리바게뜨관악푸르지오점","3200000","관악구","121","제과점영업","","","반재윤","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.48763748725961","126.95994121310943","02-884-5500","3 (봉천동상가108109호)","1162041607401101","서울특별시 관악구 청림6길","3200000121200900020","2014-01-15 14:42:45.0","2014-01-15 14:42:45.0","","199","Y"
"5408","09356","케？하우스밀레","3200000","관악구","121","제과점영업","","","김희영","09","트랜스지방 안심제과점","2012-06-29","Y","Y","","37.47982762210013","126.9426428021692","02-882-5773","55 1층 (봉천동)","1162031200081101","서울특별시 관악구 쑥고개로","3200000121199909356","2014-01-15 14:42:15.0","2014-01-15 14:42:15.0","","57","Y"
"5407","08359","빵굼터 착한빵집","3200000","관악구","121","제과점영업","","","황미숙","09","트랜스지방 안심제과점","2011-11-01","Y","Y","","37.47919116272319","126.94572299511682","02-877-6902","84 1층 (봉천동)","1162031200081101","서울특별시 관악구 쑥고개로","3200000121198608359","2014-01-15 14:40:53.0","2014-01-15 14:40:53.0","","11","Y"
"5406","00001","GS슈퍼 사당점","3190000","동작구","114","기타식품판매업","11401","기타식품판매업","고영호","10","안심마트","2010-12-01","Y","Y","","37.488020323826966","126.97629567839999","02-3476-2242","91 (사당동 우성상가 B01호)","1159041571271107","서울특별시 동작구 동작대로29길","3190000114200900001","2014-01-15 14:40:24.0","2014-01-15 14:40:24.0","","20090091088","Y"
"5405","00003","롯데쇼핑(주)롯데슈퍼 사당점","3190000","동작구","114","기타식품판매업","11401","기타식품판매업","신헌","10","안심마트","2012-12-10","Y","N","","37.477443377071886","126.98128703356329","02-523-5601","9 (사당동)","1159020050091107","서울특별시 동작구 동작대로","3190000114200900003","2014-01-15 14:39:44.0","2014-01-15 14:39:44.0","","38","N"
"5404","00008","파리바게뜨 화곡2동점","3150000","강서구","121","제과점영업","12101","제과점영업","노완호","09","트랜스지방 안심제과점","2011-11-01","Y","Y","","37.532547418538165","126.85762623872507","02-6402-0409","17 (화곡동(지상 1층))","1150041451511103","서울특별시 강서구 곰달래로49길","3150000121200000008","2014-01-15 14:39:38.0","2014-01-15 14:39:38.0","","116","Y"
"5403","00012","뚜레쥬르","3150000","강서구","121","제과점영업","","","윤연순","09","트랜스지방 안심제과점","2010-05-01","Y","Y","","37.54266782240226","126.84367548294746","02-2696-3072","194-15 (화곡동(1층))","1150030050691103","서울특별시 강서구 화곡로","3150000121200100012","2014-01-15 14:39:12.0","2014-01-15 14:39:12.0","","133","Y"
"5402","00001","롯데쇼핑(주)롯데슈퍼장안점","3050000","동대문구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2011-11-01","Y","Y","","37.581464140898916","127.07070813762843","02-2242-5611","42 101호 (장안동)","1123041156321106","서울특별시 동대문구 한천로46길","3050000114200300001","2014-01-15 14:39:11.0","2014-01-15 14:39:11.0","","20030042708","Y"
"5401","00003","롯데쇼핑(주) 롯데슈퍼 장안2동점","3050000","동대문구","114","기타식품판매업","11401","기타식품판매업","신헌","10","안심마트","2010-07-01","Y","N","","37.571923396013524","127.07238803479345","02-2243-5601","288 (장안동)","1123030050251106","서울특별시 동대문구 답십리로","3050000114200500003","2014-01-15 14:38:30.0","2014-01-15 14:38:30.0","","동대문기타-30","N"
"5400","00001","빵굽는작은언덕","3150000","강서구","121","제과점영업","12101","제과점영업","김용일","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.530306971854614","126.84433031584014","02-2659-8358","104 (화곡동)","1150030050631103","서울특별시 강서구 곰달래로","3150000121199000001","2014-01-15 14:38:23.0","2014-01-15 14:38:23.0","","41","Y"
"5398","00011","파리바게뜨화곡대림점","3150000","강서구","121","제과점영업","","","이기로","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.53402075743679","126.83753867096115","02-2602-9008","160 상가동 106~107호 (화곡동대림아파트 (지상 1층))","1150030050671103","서울특별시 강서구 월정로","3150000121200300011","2014-01-15 14:37:49.0","2014-01-15 14:37:49.0","","168","Y"
"5399","00001","홈플러스 익스프레스 이문점","3050000","동대문구","114","기타식품판매업","11401","기타식품판매업","도성환","10","안심마트","2014-10-10","Y","N","","37.59943478306143","127.06206908019261","02-3459-8000","144 1층 (이문동)","1123031050101110","서울특별시 동대문구 이문로","3050000114201100001","2014-01-15 14:37:49.0","2014-01-15 14:37:49.0","","동대문기타-60","N"
"5397","00005","뚜레쥬르 우장산역점","3150000","강서구","121","제과점영업","","","주광희","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.54843560371062","126.83671525215456","02-2691-7988","254 (화곡동우장산아이파크이편한세상 상가동 116117호)","1150031150011103","서울특별시 강서구 강서로","3150000121200800005","2014-01-15 14:36:33.0","2014-01-15 14:36:33.0","","225","Y"
"5396","00015","파리바게뜨","3150000","강서구","121","제과점영업","","","계순복","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.550390583902164","126.87324537550735","02-3661-5011","693 (염창동)","1150031150081101","서울특별시 강서구 양천로","3150000121200400015","2014-01-15 14:36:00.0","2014-01-15 14:36:00.0","","184","Y"
"5395","00020","뚜레쥬르(등촌역점)","3150000","강서구","121","제과점영업","12101","제과점영업","권영삼","09","트랜스지방 안심제과점","2014-10-10","Y","N","","37.548988293919194","126.86325314853692","02-2062-0336","215 1층 (등촌동 2동)","1150030050641102","서울특별시 강서구 등촌로","3150000121201000020","2014-01-15 14:35:12.0","2014-01-15 14:35:12.0","","298","N"
"5394","00606","(주)에브리데이리테일 답십리점","3050000","동대문구","114","기타식품판매업","11401","기타식품판매업","이태경","10","안심마트","2010-12-01","Y","Y","","37.56746093031994","127.05348978855312","02-2246-7292","49 지하1층 (답십리동)","1123031050031105","서울특별시 동대문구 고미술로","3050000114199600606","2014-01-15 14:34:45.0","2014-01-15 14:34:45.0","","19960042451","Y"
"5393","00003","파리바게뜨등촌그랜드점","3150000","강서구","121","제과점영업","","","김용두","09","트랜스지방 안심제과점","2010-12-01","Y","Y","","37.560795500293885","126.84612307854765","02-2658-0886","65 130~131호 (등촌동그랜드상가 (지상 1층))","1150041451831102","서울특별시 강서구 공항대로41길","3150000121199500003","2014-01-15 14:34:41.0","2014-01-15 14:34:41.0","","65","Y"
"5392","00488","북서울농업협동조합","3090000","도봉구","114","기타식품판매업","11401","기타식품판매업","최건빈","10","안심마트","2012-06-29","Y","Y","","37.6572701755072","127.0383727701904","02-900-2101","166 (쌍문동)","1132031090031105","서울특별시 도봉구 해등로","3090000114200000488","2014-01-15 14:34:12.0","2014-01-15 14:34:12.0","","46","Y"
"5391","00004","롯데쇼핑(주) 롯데슈퍼","3090000","도봉구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2010-12-01","Y","Y","","37.65910913665447","127.0353047260805","02-993-5601","10 (쌍문동 LG트윈빌상가 외4필지 )","1132031090011105","서울특별시 도봉구 도당로","3090000114200500004","2014-01-15 14:33:46.0","2014-01-15 14:33:46.0","","20050056324","Y"
"5390","00214","롯데쇼핑(주)롯데슈퍼 방학점","3090000","도봉구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2011-11-01","Y","Y","","37.66132042134127","127.02749933513122","02-3491-4297","223 (방학동)","1132030050481106","서울특별시 도봉구 방학로","3090000114199600214","2014-01-15 14:33:07.0","2014-01-15 14:33:07.0","","19960056189","Y"
"5389","00230","롯데쇼핑(주)롯데수퍼중계점","3100000","노원구","114","기타식품판매업","11401","기타식품판매업","이원준","10","안심마트","2012-06-29","Y","Y","","37.63661903226594","127.0645381360832","02-978-8991","229 (하계동 271-3 벽산상가 지층)","1135031100051104","서울특별시 노원구 섬밭로","3100000114199600230","2014-01-15 14:32:09.0","2014-01-15 14:32:09.0","","19960059337","Y"
"5388","00258","수협바다마트 상계점","3100000","노원구","114","기타식품판매업","11401","기타식품판매업","김대춘","10","안심마트","2012-06-29","Y","Y","","37.6598088648154","127.07323940387522","02-931-8343","384 (중계동 (중계동 591))","1135031100091106","서울특별시 노원구 한글비석로","3100000114199900258","2014-01-15 14:31:14.0","2014-01-15 14:31:14.0","","36","Y"
"5387","00192","이천일아울렛 중계점","3100000","노원구","114","기타식품판매업","11401","기타식품판매업","이광일","10","안심마트","2012-06-29","Y","Y","","37.641287844624024","127.06790955280068","02-948-2001","46 (중계동)","1135041301981106","서울특별시 노원구 동일로204가길","3100000114199900192","2014-01-15 14:30:39.0","2014-01-15 14:30:39.0","","19990059047","Y"
