"area1","area2","type","NAME","addr_jibun","addr_road","telephone","latitude","longitude"
"서울특별시","성북구","지하철역","보문","서울특별시 성북구 보문동1가 127-1 보문역","서울특별시 성북구 보문로 지하116 (보문동1가)","02-6311-6381","37.5853277","127.019387"
"서울특별시","성북구","지하철역","안암","서울특별시 성북구 안암동5가 146-1 안암역","서울특별시 성북구 고려대로 지하89 (안암동5가)","02-6311-6391","37.5862804","127.029213"
"서울특별시","성북구","지하철역","고려대","서울특별시 성북구 종암동 29-18 고려대역","서울특별시 성북구 종암로 지하1 (종암동)","02-6311-6401","37.5906496","127.036284"
"서울특별시","성북구","지하철역","월곡","서울특별시 성북구 하월곡동 35-1 월곡역","서울특별시 성북구 월곡로 지하107 (하월곡동)","02-6311-6411","37.6014210","127.041184"
"서울특별시","성북구","지하철역","상월곡","서울특별시 성북구 상월곡동 26-1 상월곡역","서울특별시 성북구 화랑로 지하157 (상월곡동)","02-6311-6421","37.6062641","127.048326"
"서울특별시","성북구","지하철역","돌곶이","서울특별시 성북구 석관동 349-8 돌곶이역","서울특별시 성북구 화랑로 지하243 (석관동)","02-6311-6431","37.6105507","127.056425"
"서울특별시","노원구","지하철역","석계","서울특별시 노원구 월계동 25-2 석계역 6호선","서울특별시 노원구 화랑로 지하347-1 (월계동)","02-6311-6441","37.6150480","127.066118"
"서울특별시","노원구","지하철역","태릉입구","서울특별시 노원구 공릉동 616-4 태릉입구역","서울특별시 노원구 동일로 지하992-1 (공릉동)","02-6311-7171","37.6179056","127.074995"
"서울특별시","노원구","지하철역","화랑대","서울특별시 노원구 공릉동 285-2 화랑대역 6호선","서울특별시 노원구 화랑로 지하510","02-6311-6461","37.6198943","127.083744"
"서울특별시","중랑구","지하철역","봉화산","서울특별시 중랑구 신내동 643-1 봉화산역","서울특별시 중랑구 신내로 지하232 (신내동)","02-6311-6471","37.6176537","127.090758"
"서울특별시","중랑구","지하철역","신내","서울특별시 중랑구 신내동 19 신내차량기지사업소","서울특별시 중랑구 용마산로136길 33","02-6311-6481","37.6100945","127.110258"
"서울특별시","도봉구","지하철역","도봉산","서울특별시 도봉구 도봉동 38-3 도봉산역7호선","서울특별시 도봉구 도봉로 964-40 (도봉동)","02-6311-7101","37.6891205","127.046528"
"서울특별시","노원구","지하철역","수락산","서울특별시 노원구 상계동 1132-9 수락산역","서울특별시 노원구 동일로 지하1662 (상계동)","02-6311-7111","37.6776259","127.055374"
"서울특별시","노원구","지하철역","마들","서울특별시 노원구 상계동 650 마들역","서울특별시 노원구 동일로 지하1530-1 (상계동)","02-6311-7121","37.6650864","127.057687"
"서울특별시","노원구","지하철역","노원","서울특별시 노원구 상계동 602-5 노원역 4호선","서울특별시 노원구 상계로 69-1 (상계동)","02-6311-7131","37.6562677","127.063030"
"서울특별시","노원구","지하철역","중계","서울특별시 노원구 중계동 503-3 중계역","서울특별시 노원구 동일로 지하1308-1 (중계동)","02-6311-7141","37.6448906","127.064246"
"서울특별시","노원구","지하철역","하계","서울특별시 노원구 하계동 273-5 하계역","서울특별시 노원구 동일로 지하1196(하계동)","02-6311-7151","37.6364521","127.067988"
"서울특별시","노원구","지하철역","공릉","서울특별시 노원구 공릉동 385-4 공릉역","서울특별시 노원구 동일로 지하1074","02-6311-7161","37.6254769","127.073005"
"서울특별시","노원구","지하철역","태릉입구","서울특별시 노원구 공릉동 616-4 태릉입구역","서울특별시 노원구 동일로 지하992-1 (공릉동)","02-6311-7171","37.6179056","127.074995"
"서울특별시","중랑구","지하철역","먹골","서울특별시 중랑구 묵동 189-5 먹골역","서울특별시 중랑구 동일로 지하901 (묵동)","02-6311-7181","37.6106250","127.077764"
"서울특별시","중랑구","지하철역","중화","서울특별시 중랑구 중화동 50-3 중화역","서울특별시 중랑구 동일로 지하797 (중화동)","02-6311-7191","37.6015797","127.079469"
"서울특별시","중랑구","지하철역","상봉","","서울특별시 중랑구 망우로 지하 297","02-6311-7201","",""
"서울특별시","중랑구","지하철역","면목","서울특별시 중랑구 면목동 282-6 면목역","서울특별시 중랑구 면목로 지하407(면목동,면목역)","02-6311-7211","37.5883849","127.087567"
"서울특별시","중랑구","지하철역","사가정","서울특별시 중랑구 면목동 495 사가정역","서울특별시 중랑구 사가정로 지하393 (면목동)","02-6311-7221","37.5807945","127.088439"
"서울특별시","중랑구","지하철역","용마산","서울특별시 중랑구 면목동 1316-5 용마산역","서울특별시 중랑구 용마산로 지하227(면목동)","02-6311-7231","37.5740302","127.087038"
"서울특별시","광진구","지하철역","중곡","서울특별시 광진구 중곡동 273-2 7호선 중곡역","서울특별시 광진구 능동로 지하417 (중곡동)","02-6311-7241","37.5655258","127.084072"
"서울특별시","광진구","지하철역","군자","서울특별시 광진구 능동 275-5","서울특별시 광진구 천호대로 지하550","02-6311-5441","37.5573631","127.079017"
"서울특별시","광진구","지하철역","어린이대공원","서울특별시 광진구 화양동 164-1 7호선 어린이대공원역","서울특별시 광진구 능동로 지하210(화양동)","02-6311-7261","37.5478712","127.074549"
"서울특별시","광진구","지하철역","건대입구","서울특별시 광진구 화양동 4-20 스타시티영존빌딩","서울특별시 광진구 능동로110(화양동6-3)","02-6311-7271","37.5406579","127.071411"
"서울특별시","광진구","지하철역","뚝섬유원지","서울특별시 광진구 자양동 73-2 7호선 뚝섬유원지역","서울특별시 광진구 능동로 10 (자양동)","02-6311-7281","37.5315862","127.066717"
"서울특별시","강남구","지하철역","청담","서울특별시 강남구 청담동 77-76 청담역","서울특별시 강남구 학동로 지하508 (청담동)","02-6311-7291","37.5194406","127.053644"
"서울특별시","강남구","지하철역","강남구청","서울특별시 강남구 삼성동 111-44 강남구청역","서울특별시 강남구 학동로 지하346 (삼성동)","02-6311-7301","37.5171892","127.041301"
"서울특별시","강남구","지하철역","학동","서울특별시 강남구 논현동 279-67 학동역","서울특별시 강남구 학동로 지하180(논현동)","02-6311-7311","37.5142064","127.031463"
"서울특별시","강남구","지하철역","논현","서울특별시 강남구 논현동 279-67 논현역","서울특별시 강남구 학동로 지하102(논현동)","02-6311-7321","37.5111988","127.021657"
"서울특별시","서초구","지하철역","반포","서울특별시 서초구 잠원동 103 반포역","서울특별시 서초구 신반포로 지하241(잠원동)","02-6311-7331","37.5081263","127.011497"
"서울특별시","서초구","지하철역","고속터미널","서울특별시 서초구 반포동 19-11 강남고속터미널역","서울특별시 서초구 신반포로 지하 188 (반포동)","02-6311-7341","37.5046471","127.004442"
"서울특별시","서초구","지하철역","내방","서울특별시 서초구 방배동 874-16 내방역","서울특별시 서초구 서초대로 지하103 (방배동)","02-6311-7351","37.4875335","126.993190"
"서울특별시","동작구","지하철역","이수","서울특별시 동작구 사당동 144-4 이수역(7호선)","서울특별시 동작구 사당로 지하310 (사당동)","02-6311-7361","37.4850151","126.981021"
"서울특별시","동작구","지하철역","남성","서울특별시 동작구 사당동 산25-33 남성역 7호선","서울특별시 동작구 사당로 지하218 (사당동)","02-6311-7371","37.4844433","126.971706"
"서울특별시","동작구","지하철역","숭실대입구","서울특별시 동작구 상도동 514 7호선 숭실대입구역","서울특별시 동작구 상도로 지하 378","02-6311-7381","37.4958143","126.954060"
"서울특별시","동작구","지하철역","상도","서울특별시 동작구 상도1동 702-1 상도역(중대입구역)7호선","서울특별시 동작구 상도로 지하272(상도1동)","02-6311-7392","37.5032080","126.947700"
"서울특별시","동작구","지하철역","장승배기","서울특별시 동작구 상도동 26-20 장승배기역","서울특별시 동작구 상도로 지하188(상도동)","02-6311-7401","37.5046658","126.938744"
"서울특별시","동작구","지하철역","신대방삼거리","서울특별시 동작구 대방동 406-10 7호선 신대방삼거리역","서울특별시 동작구 상도로 지하76 (대방동)","02-6311-7411","37.4997218","126.928223"
"서울특별시","동작구","지하철역","보라매","서울특별시 동작구 대방동 466-51 7호선 보라매역","서울특별시 동작구 상도로 지하2(대방동)","02-6311-7421","37.4999100","126.920489"
"서울특별시","영등포구","지하철역","신풍","서울특별시 영등포구 신길동 3599 신풍역","서울특별시 영등포구 신풍로 지하27(신길동)","02-6311-7431","37.5001172","126.909841"
"서울특별시","영등포구","지하철역","대림","서울특별시 영등포구 대림동 1050-17 대림역","서울특별시 영등포구 도림로 지하137","02-6311-7441","37.4927430","126.896611"
"서울특별시","구로구","지하철역","남구로","서울특별시 구로구 구로동 801-95 남구로역","서울특별시 구로구 도림로 지하7(구로동)","02-6311-7451","37.4861618","126.887341"
"서울특별시","금천구","지하철역","가산디지털단지","서울특별시 금천구 가산동 468-4 가산디지털단지역","서울특별시 금천구 벚꽃로 309 (가산동)","02-6311-7461","37.4815957","126.882559"
"서울특별시","구로구","지하철역","천왕","서울특별시 구로구 천왕동 14-25 천왕역","서울특별시 구로구 오리로 지하1154(오류동)","02-6311-7491","37.4868219","126.838713"
"서울특별시","구로구","지하철역","온수","서울특별시 구로구 온수동 119 7호선 온수역","서울특별시 구로구 경인로3길 지하64 (온수동)","02-6311-7501","37.4921502","126.823380"
"서울특별시","강동구","지하철역","암사","서울특별시 강동구 암사동 501 암사역","서울특별시 강동구 올림픽로 지하776 (암사동)","02-6311-8101","37.5501403","127.127540"
"서울특별시","강동구","지하철역","천호","서울특별시 강동구 천호동 455 천호역","서울특별시 강동구 천호대로 지하997 (천호동)","02-6311-5471","37.5385789","127.123742"
"서울특별시","강동구","지하철역","강동구청","서울특별시 강동구 성내동 319 강동구청역","서울특별시 강동구 올림픽로 지하550 (성내동)","02-6311-8121","37.5306740","127.120576"
"서울특별시","송파구","지하철역","몽촌토성","서울특별시 송파구 신천동 19 몽촌토성역","서울특별시 송파구 올림픽로 지하383","02-6311-8131","37.5176236","127.112429"
"서울특별시","송파구","지하철역","잠실","서울특별시 송파구 신천동 8 잠실역2호선","서울특별시 송파구 올림픽로 지하 265 (잠실동)","02-6311-8141","37.5138592","127.101857"
"서울특별시","송파구","지하철역","석촌","서울특별시 송파구 석촌동 209 석촌역","서울특별시 송파구 송파대로 지하439(석촌동)","02-6311-8151","37.5059496","127.106345"
"서울특별시","송파구","지하철역","송파","서울특별시 송파구 가락동 459-4 송파역","서울특별시 송파구 송파대로 지하354 (가락동)","02-6311-8161","37.4996866","127.112179"
"서울특별시","송파구","지하철역","가락시장","서울특별시 송파구 가락동 184-23 가락시장역","서울특별시 송파구 송파대로 지하 257 (가락동)","02-6311-8171","37.4927440","127.118485"
"서울특별시","송파구","지하철역","문정","서울특별시 송파구 문정동 119-4 문정역","서울특별시 송파구 송파대로 지하179 (문정동)","02-6311-8181","37.4862618","127.122290"
"서울특별시","송파구","지하철역","장지","서울특별시 송파구 장지동 201-5 장지역","서울특별시 송파구 송파대로 지하82(장지동)","02-6311-8191","37.4781192","127.126424"
"서울특별시","송파구","지하철역","복정","서울특별시 송파구 장지동 596-21 복정역","서울특별시 송파구 송파대로 지하6 (장지동)","02-6311-8201","37.471056","127.126771"
"서울특별시","강남구","지하철역","언주","서울특별시 강남구 논현동 279-165 언주역","서울특별시 강남구 봉은사로 지하 201","02-2656-0926","37.5074455","127.034284"
"서울특별시","강남구","지하철역","선정릉","서울특별시 강남구 삼성동 111-114 선정릉역","서울특별시 강남구 선릉로 지하 580","02-2656-0927","37.5108538","127.043641"
"서울특별시","강남구","지하철역","삼성중앙","서울특별시 강남구 삼성동 111-147 삼성중앙역","서울특별시 강남구 봉은사로 지하 501","02-2656-0928","37.5128830","127.052705"
"서울특별시","강남구","지하철역","봉은사","서울특별시 강남구 삼성동 172 봉은사역","서울특별시 강남구 봉은사로 지하 601","02-2656-0929","37.5143606","127.060891"
"서울특별시","송파구","지하철역","종합운동장","서울특별시 송파구 잠실동 122 종합운동장역","서울특별시 송파구 올림픽로 지하 23","02-2656-0930","37.5109692","127.073356"
"서울특별시","송파구","지하철역","삼전","서울특별시 송파구 잠실동 250-5 파크인-수","서울특별시 송파구 백제고분로 187","02-2656-0931","37.5047453","127.087781"
"서울특별시","송파구","지하철역","석촌고분","서울특별시 송파구 삼전동 180-8 태영빌딩","서울특별시 송파구 삼학사로 53","02-2656-0932","37.5020188","127.096617"
"서울특별시","송파구","지하철역","석촌","서울특별시 송파구 석촌동 209 석촌역","서울특별시 송파구 송파대로 439","02-2656-0933","37.5059496","127.106345"
"서울특별시","송파구","지하철역","송파나루","서울특별시 송파구 방이동 110-13","서울특별시 송파구 오금로 165","02-2656-0934","37.5101203","127.113123"
"서울특별시","송파구","지하철역","한성백제","서울특별시 송파구 방이동 88-21 서울올림픽미술관","서울특별시 송파구 위례성대로 51","02-2656-0935","37.5168648","127.118184"
"서울특별시","송파구","지하철역","올림픽공원","서울특별시 송파구 방이동 89-28 올림픽공원역","서울특별시 송파구 양재대로 1233","02-2656-0936","37.5160876","127.130600"
"서울특별시","송파구","지하철역","둔촌오륜","","서울특별시 송파구 강동대로 327","02-2656-0937","",""
"서울특별시","강동구","지하철역","중앙보훈병원","서울특별시 강동구 둔촌동 545 둔촌하이츠아파트","서울특별시 강동구 명일로 117","02-2656-0938","37.5296118","127.142755"
"서울특별시","서대문구","지하철역","신촌역","","서울특별시 서대문구 대현동 74-12","1544-7788","",""
"서울특별시","중랑구","지하철역","중랑역","서울특별시 중랑구 중화동 321-37","서울특별시 중랑구 중화동 321-37","1544-7788","37.5950125","127.074833"
"서울특별시","영등포구","쇼핑몰","더현대 서울","서울특별시 영등포구 여의도동 22 파크원","서울특별시 영등포구 여의대로 108(여의도동)","02-767-2233","37.5251913","126.929112"
"서울특별시","양천구","쇼핑몰","경창시장","서울특별시 양천구 신월동 447-8","서울특별시 양천구 오목로9길 31(신월동)","02-2606-5988","37.5249341","126.842121"
"서울특별시","양천구","쇼핑몰","신영시장","서울특별시 양천구 신월동 114-18 신영시장고객지원센터","서울특별시 양천구 월정로 161-5(신월동)","02-2604-3319","38.0749847","128.622267"
"서울특별시","종로구","쇼핑몰","인사동 고미술거리","서울특별시 종로구 관훈동 197-4","서울특별시 종로구 인사동길 29(관훈동)","02-732-2235","38.1068678","127.990661"
"서울특별시","강남구","쇼핑몰","카카오프렌즈 브랜드스토어","서울특별시 강남구 삼성동 159 코엑스","서울특별시 강남구 영동대로 513(삼성동)","02-6002-1880","37.8772354","127.734114"
"서울특별시","중구","쇼핑몰","남대문 메사 (MESA)","서울특별시 중구 회현동1가 204 MESA","서울특별시 중구 남대문시장10길 2(회현동1가)","02-2128-7800","35.5859807","128.881603"
"서울특별시","용산구","쇼핑몰","이태원시장","서울특별시 용산구 이태원동 56-9 이태원시장","서울특별시 용산구 이태원로14길 6(이태원동)","02-794-5682","36.6013024","128.005838"
"서울특별시","송파구","쇼핑몰","서울책보고","서울특별시 송파구 신천동 14","서울특별시 송파구 오금로 1(신천동)","02-6951-4979","36.8424280","126.881256"
"서울특별시","광진구","쇼핑몰","커먼그라운드","서울특별시 광진구 자양동 17-1","서울특별시 광진구 아차산로 200(자양동)","02-467-2747","37.3500121","127.949192"
"서울특별시","중구","쇼핑몰","서울 중앙시장","서울특별시 중구 황학동 442","서울특별시 중구 퇴계로85길 36(황학동)","02-2232-9559","37.3253721","126.805088"
"서울특별시","영등포구","쇼핑몰","롯데마트 (서울양평점)","서울특별시 영등포구 양평동3가 45 롯데마트 양평점","서울특별시 영등포구 선유로 138(양평동3가)","02-450-2500","37.3975683","126.919668"
"서울특별시","강남구","쇼핑몰","하우스 도산","서울특별시 강남구 신사동 649-8 QUEENMAMA MARKET","서울특별시 강남구 압구정로46길 50(신사동)","070-4128-2126","35.8453940","129.216312"
"서울특별시","종로구","쇼핑몰","통인시장","서울특별시 종로구 통인동 10-3","서울특별시 종로구 자하문로15길 18(통인동)","02-722-0911","35.8154226","127.126893"
"서울특별시","종로구","쇼핑몰","동대문 종합시장·동대문 쇼핑타운","서울특별시 종로구 종로6가 262-1 동대문종합시장","서울특별시 종로구 종로 266(종로6가)","02-2262-0114","37.7540235","128.898623"
"서울특별시","중구","쇼핑몰","서울 평화시장","서울특별시 중구 을지로6가 17-48","서울특별시 중구 청계천로 274(을지로6가)","02-2265-3531","35.2222148","128.68338"
"서울특별시","종로구","쇼핑몰","종로3가 귀금속 전문상가","서울특별시 종로구 종로3가 23-1","서울특별시 종로구 돈화문로 23(종로3가)","02-2148-1862","36.6328167","127.654656"
"서울특별시","마포구","쇼핑몰","동진시장","서울특별시 마포구 연남동 227-15","서울특별시 마포구 성미산로 198(연남동)","02-325-9559","35.0973261","129.034523"
"서울특별시","중구","쇼핑몰","남대문 안경상가","서울특별시 중구 남창동 34-1","서울특별시 중구 남대문시장4길 2(남창동)","02-753-2805","33.2677894","126.573741"
"서울특별시","송파구","쇼핑몰","가든파이브 (Garden5)","서울특별시 송파구 문정동 634 가든파이브라이프","서울특별시 송파구 충민로 66(문정동)","02-2157-0100","37.5701125","126.999707"
"서울특별시","강남구","쇼핑몰","영풍문고 스타필드코엑스몰점","서울특별시 강남구 삼성동 159 코엑스","서울특별시 강남구 영동대로 513(삼성동)","02-6002-2718","36.3300561","127.433871"
"서울특별시","양천구","쇼핑몰","목3동시장(목동깨비시장)","서울특별시 양천구 목동 610-19","서울특별시 양천구 목동중앙북로 29(목동)","02-2644-3238","37.5062203","127.005051"
"서울특별시","중구","쇼핑몰","방산 종합시장","서울특별시 중구 주교동 19-1 방산종합시장","서울특별시 중구 동호로37길 20(주교동)","02-2268-6691","34.7877703","126.389873"
"서울특별시","종로구","쇼핑몰","광장시장 한복매장","서울특별시 종로구 예지동 2-1","서울특별시 종로구 창경궁로 88(예지동)","02-2272-0967","38.2039889","128.590552"
"서울특별시","영등포구","쇼핑몰","IFC몰","","","02-6137-5000","37.2133876","126.736900"
"서울특별시","서초구","쇼핑몰","고투몰(강남터미널 지하도상가)","서울특별시 서초구 잠원동 68-17 강남터미널지하쇼핑몰","서울특별시 서초구 신반포로 지하200(잠원동)","02-535-8182","37.7178192","126.693761"
"서울특별시","용산구","쇼핑몰","스토리지북앤필름","서울특별시 용산구 용산동2가 1-701","서울특별시 용산구 신흥로 115-1(용산동2가)","070-5103-9975","37.1148685","127.630763"
"서울특별시","종로구","쇼핑몰","한국공예관","서울특별시 종로구 관훈동 196-6","서울특별시 종로구 인사동길 33(관훈동)","02-720-3301","34.8412843","128.419421"
"서울특별시","영등포구","쇼핑몰","대림중앙시장","서울특별시 영등포구 대림동 1072-25","서울특별시 영등포구 디지털로37나길 21(대림동)","02-833-8113","35.1614038","129.162315"
"서울특별시","송파구","쇼핑몰","지오 송지오(ZIO SONGZIO) 문정점","서울특별시 송파구 문정동 40-8","서울특별시 송파구 동남로4길 22(문정동)","02-403-9910","35.0588379","129.010176"
"서울특별시","강남구","쇼핑몰","록시땅 (Loccitane)","서울특별시 강남구 신사동 579-3 베네하임시티","서울특별시 강남구 압구정로 162(신사동)","02-511-2427","35.1011196","129.028572"
"서울특별시","중구","쇼핑몰","남대문 종합상가","서울특별시 중구 남창동 49-1","서울특별시 중구 남대문시장4길 21(남창동)","02-753-2805","35.8122309","127.152290"
"서울특별시","서대문구","쇼핑몰","밀리오레 (신촌점)","서울특별시 서대문구 신촌동 74-12 신촌민자역사","서울특별시 서대문구 신촌역로 30(신촌동)","","36.0466943","129.368770"
"서울특별시","종로구","쇼핑몰","승진완구","서울특별시 종로구 창신동 390-3","서울특별시 종로구 종로52길 30(창신동)","02-747-1900","37.5069023","127.023801"
"서울특별시","용산구","쇼핑몰","용산전자랜드","서울특별시 용산구 한강로3가 16-9 전자랜드","서울특별시 용산구 청파로 74(한강로3가)","02-707-4700","36.0890692","129.160700"
"서울특별시","중구","쇼핑몰","퇴계로 오토바이상가","서울특별시 중구 충무로4가 133-35","서울특별시 중구 퇴계로39길 12-8(충무로4가)","","37.5270431","127.044944"
"서울특별시","강남구","쇼핑몰","금강제화 (강남본점)","서울특별시 강남구 논현동 165-1 논현빌딩","서울특별시 강남구 강남대로 500(논현동)","02-541-8081","37.1160290","126.681274"
"서울특별시","금천구","쇼핑몰","마리오아울렛","서울특별시 금천구 가산동 60-52 마리오2 패션타워","서울특별시 금천구 디지털로9길 23(가산동)","02-2109-7000","35.9189841","128.974860"
"서울특별시","강남구","쇼핑몰","까르띠에 메종","서울특별시 강남구 청담동 141-14 메종로리에빌딩","서울특별시 강남구 압구정로 435(청담동)","02-3440-5500","37.6610286","126.768307"
"서울특별시","중구","쇼핑몰","롯데면세점 (본점)","서울특별시 중구 소공동 1 롯데호텔","서울특별시 중구 을지로 30(소공동)","1688-3000","37.2592264","127.031314"
"서울특별시","종로구","쇼핑몰","우석공예사","서울특별시 종로구 예지동 2-1","서울특별시 종로구 창경궁로 88(예지동)","02-2279-0041","35.1603455","129.059551"
"서울특별시","강남구","쇼핑몰","논현 가구거리","서울특별시 강남구 논현동 121","서울특별시 강남구 학동로 106(논현동)","","37.6907239","127.882660"
"서울특별시","종로구","쇼핑몰","낙원 악기상가","서울특별시 종로구 낙원동 288 낙원상가","서울특별시 종로구 삼일대로 428(낙원동)","1599-1968","37.6774434","127.492116"
"서울특별시","강남구","쇼핑몰","풍월당","서울특별시 강남구 신사동 657-37 신사동 C/K빌딩","서울특별시 강남구 도산대로53길 39(신사동)","02-512-2222","37.5113096","127.098141"
"서울특별시","용산구","쇼핑몰","꼼데가르송 (Comme des Garcons)","서울특별시 용산구 한남동 739-1","서울특별시 용산구 이태원로 261(한남동)","02-749-1153","37.7347657","127.415860"
"서울특별시","중구","쇼핑몰","을지로 철제가구거리","서울특별시 중구 을지로4가 323 을지트윈타워","서울특별시 중구 을지로 170(을지로4가)","","37.8848145","127.724649"
"서울특별시","중구","쇼핑몰","부르뎅 아동복 (Burdeng)","서울특별시 중구 남창동 31-11","서울특별시 중구 남대문시장8길 14(남창동)","02-755-5737","35.4701430","128.652251"
"서울특별시","송파구","쇼핑몰","롯데월드 쇼핑몰","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240(잠실동)","02-411-2111","35.0994086","129.031472"
"서울특별시","광진구","쇼핑몰","프리스비 (Frisbee) 건대점","서울특별시 광진구 자양동 227-342 롯데백화점","서울특별시 광진구 능동로 92(자양동)","02-2218-3195","37.5727599","126.985356"
"서울특별시","서초구","쇼핑몰","센트럴시티","서울특별시 서초구 반포동 19-3 센트럴시티","서울특별시 서초구 신반포로 176(반포동)","02-6282-0114","35.9876523","128.969424"
"서울특별시","종로구","쇼핑몰","한국관광명품점(인사동)","서울특별시 종로구 관훈동 198-31","서울특별시 종로구 인사동5길 14(관훈동)","02-735-6529","37.7005289","126.758591"
"서울특별시","성동구","쇼핑몰","마장 축산물시장","서울특별시 성동구 마장동 510-3","서울특별시 성동구 마장로31길 40(마장동)","02-2281-4446","35.1025504","129.029377"
"서울특별시","종로구","쇼핑몰","동화면세점","서울특별시 종로구 세종로 211 광화문빌딩","서울특별시 종로구 세종대로 149(세종로)","02-399-3000","36.0760830","129.566531"
"서울특별시","중구","쇼핑몰","장안 악세사리상가","서울특별시 중구 남창동 60-12","서울특별시 중구 남대문시장4길 42-2(남창동)","02-753-5600","35.6406486","128.619350"
"서울특별시","중구","쇼핑몰","금강제화 명동본점","서울특별시 중구 명동2가 33-8 랜드로바 명동 본점","서울특별시 중구 명동8길 7(명동2가)","02-753-9411","35.0114829","126.391978"
"서울특별시","송파구","쇼핑몰","올가홀푸드 방이점","서울특별시 송파구 방이동 185-8 올가홀푸드","서울특별시 송파구 양재대로71길 4(방이동)","02-418-6255","37.5701341","127.003025"
"서울특별시","종로구","쇼핑몰","견지동 불교용품거리","서울특별시 종로구 견지동 46-1 조계사","서울특별시 종로구 우정국로 55(견지동)","","37.6374252","128.558225"
"서울특별시","중구","쇼핑몰","청자 수입상가","서울특별시 중구 남창동 49-200","서울특별시 중구 남대문시장4길 29(남창동)","","34.7416128","127.628015"
"서울특별시","서초구","쇼핑몰","양재 양곡도매시장","서울특별시 서초구 양재동 223 양곡도매시장","서울특별시 서초구 양재대로12길 36(양재동)","02-3435-0598","36.3401216","127.393799"
"서울특별시","중구","쇼핑몰","서울 광희시장","서울특별시 중구 신당동 777 광희시장","서울특별시 중구 마장로1길 21(신당동)","02-2232-2882","35.9576605","128.445562"
"서울특별시","중구","쇼핑몰","청계 조명기구상가","서울특별시 중구 산림동 207-2 대림상가","서울특별시 중구 을지로 157(산림동)","","35.3266183","126.985935"
"서울특별시","종로구","쇼핑몰","청계5가 가방도매상가 / 청오가방상가","서울특별시 종로구 종로5가 314-7 청오가방도매상가","서울특별시 종로구 청계천로 229(종로5가)","02-2148-1114","35.1231050","129.044361"
"서울특별시","종로구","쇼핑몰","종로6가 대학천 책방거리","서울특별시 종로구 종로6가 253-6 대학천상가(덕성빌딩)","서울특별시 종로구 종로 258(종로6가)","02-2265-0972","37.5718961","126.987230"
"서울특별시","서초구","쇼핑몰","고속터미널 꽃도매상가","서울특별시 서초구 반포동 19-4 강남고속버스터미널","서울특별시 서초구 신반포로 194(반포동)","02-535-2118","37.6391340","126.490759"
"서울특별시","종로구","쇼핑몰","충무공사","서울특별시 종로구 인사동 43 대일빌딩","서울특별시 종로구 인사동길 12(인사동)","02-737-9700","35.1547273","129.059622"
"서울특별시","중구","쇼핑몰","퀸프라자","서울특별시 중구 남창동 46-29","서울특별시 중구 남대문시장6길 29(남창동)","02-753-2805","35.3625447","127.911679"
"서울특별시","용산구","쇼핑몰","해밀톤 쇼핑센터","서울특별시 용산구 이태원동 108-9 해밀톤호텔 (본관)","서울특별시 용산구 이태원로 179(이태원동)","02-794-0171","37.4584332","126.689825"
"서울특별시","중구","쇼핑몰","남대문 액세사리상가","서울특별시 중구 남창동 49-1","서울특별시 중구 남대문시장4길 21(남창동)","02-778-8932","37.5692814","126.995239"
"서울특별시","강남구","쇼핑몰","디아프바인","서울특별시 강남구 신사동 637-18","서울특별시 강남구 언주로172길 15(신사동)","02-544-2793","36.2395185","128.300921"
"서울특별시","중구","쇼핑몰","삼익패션타운","서울특별시 중구 남창동 5","서울특별시 중구 남대문시장8길 7(남창동)","1566-4578","35.1805346","126.604145"
"서울특별시","종로구","쇼핑몰","세운전자상가(세운전자플라자)","서울특별시 종로구 장사동 116-4 세운상가","서울특별시 종로구 청계천로 159(장사동)","02-2271-2344","35.2381068","127.014906"
"서울특별시","종로구","쇼핑몰","광장시장","서울특별시 종로구 예지동 2-1","서울특별시 종로구 창경궁로 88(예지동)","02-2267-0291","37.5535039","126.923286"
"서울특별시","용산구","쇼핑몰","페라라 코리아","서울특별시 용산구 이태원동 119-18","서울특별시 용산구 이태원로 169(이태원동)","02-797-5117","37.4765967","126.646450"
"서울특별시","영등포구","쇼핑몰","금강제화 영등포본점","서울특별시 영등포구 영등포동3가 9","서울특별시 영등포구 영중로 18(영등포동3가)","02-2678-1052","35.3956493","127.662681"
"서울특별시","강남구","쇼핑몰","클루 (코엑스점)","서울특별시 강남구 삼성동 159 코엑스인터콘티넨탈서울","서울특별시 강남구 봉은사로 524(삼성동)","02-6002-3330","37.5714414","126.998660"
"서울특별시","중구","쇼핑몰","한국의집 사랑 카페앤아트샵","서울특별시 중구 필동2가 80-2 한국의집","서울특별시 중구 퇴계로36길 10(필동2가)","02-2270-1190","37.3106765","127.400787"
"서울특별시","마포구","쇼핑몰","프리스비(Frisbee) 홍대점","서울특별시 마포구 서교동 358-12","서울특별시 마포구 홍익로 11(서교동)","02-323-1765","37.5129437","127.057114"
"서울특별시","종로구","쇼핑몰","크래프트 로담","서울특별시 종로구 화동 138-6","서울특별시 종로구 북촌로5길 39(화동)","02-722-1256","37.1006842","129.009713"
"서울특별시","종로구","쇼핑몰","경일한지백화점","서울특별시 종로구 경운동 47-1 건국빌딩(건국관)","서울특별시 종로구 인사동4길 17(경운동)","02-735-8489","35.1005982","129.028740"
